date,DayAvgPrice,IntradayStd,Volume,day_of_week,day_of_year,Log_Profit,DayAvgPrice_diff,real_time,imag_time,c_week_real,c_week_imag,c_month_real,c_month_imag,c_quarter_real,c_quarter_imag,c_year_real,c_year_imag,Target,POLY_1,POLY_2,POLY_3,lambda_C3,lambda_C2,lambda_C1,lambda_T5,lambda_T4,lambda_T3,lambda_T2,lambda_T1,lambda_T_sum,pred,signal,cum_return,return,delta_DAP,delta_Target
2022-12-20,61.978611025,0.16426725792864416,0.02854763698921823,1,0.9671232876712329,0.5140208799322509,-0.53194441944445,96.47,4.0,0.6234898018585224,-0.7818314824681982,-0.6689260555429553,-0.7433289528975332,-0.938931963258907,-0.3441028456301611,0.6458025244087277,0.7635044855580841,61.978611025,0.04197038650548383,0.02011954097645071,0.03418493554590336,0.0001861872574958188,0.04629706077197835,0.6938833634680094,0.6283343668834317,2.0720698589720157,0.2521543041059265,0.2862871092688331,0.4615585866252403,10.716000652295772,61.48727,sell,-0.061872777722222216,0.0,-0.4913406697753899,-0.4913406697753899
2022-12-21,62.330555499999996,0.2588982045468281,0.0205518936529743,2,0.9698630136986301,0.4760206655717448,0.35194447499999626,96.48,4.5,1.0,6.038327643959343e-13,-0.5023815453968774,-0.8646460448325923,-0.9130503246828714,-0.40784691318741534,0.6325734927397456,0.7745003397565678,62.330555499999996,0.06185373306498506,0.022009256471945675,0.026274763007346442,0.00016791260693720296,0.04518450775441979,0.7557620187017915,0.7314645427315251,2.8221929636100427,0.25279154985212526,0.25483689481476957,0.49237155533310517,11.803337625087648,61.859642,sell,-0.061872777722222216,0.0,-0.4709134711914018,-0.4709134711914018
2022-12-22,61.75222241666667,0.6133008763153889,0.030965765942658898,3,0.9726027397260274,0.5160954924086968,-0.5783330833333267,96.49,5.0,0.6234898018590003,0.7818314824678171,-0.314508471626065,-0.9492546661857589,-0.8828470679344511,-0.4696605738611052,0.6191572723971551,0.7852670068439874,61.75222241666667,0.13606673573219472,0.03516692340855254,0.03655320547439914,0.0002022848916542165,0.052412788104171965,0.88246068493643,0.5059430300662513,2.154118000995208,0.1922148438435595,0.2844098282742638,0.5233753278821767,14.532782096730912,61.259064,sell,-0.061872777722222216,0.0,-0.4931586959635439,-0.4931586959635439
2022-12-23,61.30694444444445,0.1913981705312546,0.015403472818663003,4,0.9753424657534246,0.5105193452613027,-0.44527797222222176,96.5,7.0,-0.22252093395683376,0.974927912181705,-0.11328296879200896,-0.9935627654968099,-0.8484651500222322,-0.5292512533738121,0.6055578334563575,0.7958013007903684,61.30694444444445,0.04756790994842931,0.02024676242923458,0.02093040235207049,0.00020570226280878956,0.05246914847336373,1.0653077730037117,0.7431237252082545,1.1685501069376767,0.13300843458944617,0.3094083824837935,0.5575831829267603,18.438048457129696,60.852936,sell,-0.061872777722222216,0.0,-0.45400865342882213,-0.45400865342882213
2022-12-24,61.30694444444445,0.0,0.0,5,0.9780821917808219,0.49116463444457775,0.0,96.51,0.5,-0.9009688679022402,0.43388373911792966,0.09275195236088764,-0.9956892463681847,-0.8100673062492748,-0.5863368991851389,0.5917792002101513,0.8061001043286334,61.30694444444445,0.007446987393025463,0.018657687745261775,0.0055550333146755435,0.00020622912656902392,0.05087804448354302,1.2127800127350636,0.7975901121983785,1.6221862510695473,0.11404544415870657,0.31975600963711687,0.5661985462041765,22.72742847981738,60.774323,sell,-0.061872777722222216,0.0,-0.5326219346788221,-0.5326219346788221
2022-12-25,61.30694444444445,0.0,0.0,6,0.9808219178082191,0.49116463444457775,0.0,96.52,0.1,-0.9009688679030081,-0.43388373911633515,0.29484909766297374,-0.9555438292445461,-0.7678352799598543,-0.6406473154934563,0.5778254499778142,0.8161603698771074,61.30694444444445,0.007446987393025463,0.018657687745261775,0.0055550333146755435,0.0002048997490030104,0.0476675801417105,1.3249685322643394,0.7682191862033748,1.7989993273697615,0.09779330524756275,0.3295169136390178,0.5726897811134195,26.392350765971564,60.696228,sell,-0.061872777722222216,0.0,-0.6107164171006971,-0.6107164171006971
2022-12-26,61.30694444444445,0.0,0.0,0,0.9835616438356165,0.49116463444457775,0.0,96.53,3.0,-0.22252093395678577,-0.974927912181716,0.4844284508673852,-0.8748308842229024,-0.7219689623179204,-0.6919254421175631,0.5637007118984878,0.8259791204413935,61.30694444444445,0.007446987393025463,0.018657687745261775,0.0055550333146755435,0.00020559010543432047,0.048543921378766126,1.4140411350969682,0.69105622329985,1.2959767491544305,0.07027883672221251,0.3406265652804422,0.5890945979973453,28.930439838103517,60.75173,sell,-0.061872777722222216,0.0,-0.5552125718858534,-0.5552125718858534
2022-12-27,61.99194448055555,0.20657508049403986,0.011828366142001055,1,0.9863013698630138,0.4614477380487029,0.6850000361111057,96.54,4.0,0.6234898018576167,-0.7818314824689205,0.6534414374709099,-0.7569770721732271,-0.6726854461895819,-0.7399285712044934,0.5494091657094382,0.8355534504952146,61.99194448055555,0.050840735695298664,0.0208059040426,0.017498851020155113,0.00020875598382768257,0.048387331199332584,1.373239831898006,0.2584583722162682,0.8252522274260056,0.03635151145784522,0.3663295369138396,0.5973189516283152,28.041623471442207,61.426285,sell,-0.061872777722222216,0.0,-0.5656596905164903,-0.5656596905164903
2022-12-28,61.522222388888885,0.27749002121397226,0.020847932361502387,2,0.989041095890411,0.5115066441497499,-0.469722091666668,96.55,4.5,1.0,-5.545968242528585e-13,0.7947126262284231,-0.6069858661559778,-0.6202179986063988,-0.7844294960062842,0.5349550405091116,0.8448805268402716,61.522222388888885,0.06564329248802352,0.022091201723830785,0.02640783017238099,0.00020819207594243087,0.04921559698199648,1.4057094543471957,0.3894527711346762,0.9475296503875082,0.03511564099419358,0.3621441692243406,0.6027401897814658,28.870962207400986,61.03685,sell,-0.061872777722222216,0.0,-0.48537241330294734,-0.48537241330294734
2022-12-29,61.54944444444445,0.3107589276450654,0.016203946012474164,3,0.9917808219178083,0.4899815100987694,0.027222055555562008,96.56,5.0,0.6234898018584839,0.7818314824682289,0.9022443614424388,-0.4312251294223539,-0.564814956674109,-0.8252175862869285,0.5203426135057233,0.8539575894446008,61.54944444444445,0.07262076440765476,0.022951933339045716,0.02177775248807997,0.00021042730122389534,0.050257876391231915,1.4605798912948138,0.7071774144828314,1.0230444925940783,0.03482896313611123,0.3459413901268251,0.6192296467370637,30.11504360284957,61.052864,sell,-0.061872777722222216,0.0,-0.4965803697374156,-0.4965803697374156
2022-12-30,61.5275,0.1668441084417987,0.013904781936193605,4,0.9945205479452055,0.49211834247619024,-0.021944444444443434,96.57,7.0,-0.22252093395570438,0.9749279121819628,0.9714713929022903,-0.23715676834634916,-0.5067385521516695,-0.8620997852703768,0.5055762087514669,0.8627819522593719,61.5275,0.042450379461771,0.019960869493172294,0.01947840122967803,0.00020779422543756106,0.046003433958480236,1.3976792913700262,0.8097985757819954,1.23281833987414,0.04572949173590854,0.338000269683595,0.6162702385804965,27.686494131320227,60.96349,sell,-0.061872777722222216,0.0,-0.5640104675293003,-0.5640104675293003
2022-12-31,61.5275,0.0,0.0,5,0.9972602739726028,0.49116463444457775,0.0,96.58,0.5,-0.9009688679025268,0.43388373911733447,0.9994546931721152,-0.03301993785931466,-0.44626367026552716,-0.8949015234097777,0.49066019586310183,0.8713510040136423,61.5275,0.007476484282737858,0.018753360162288943,0.0055989886991188054,0.00020327591246333787,0.042516840344485884,1.309849196405198,1.3596657318201109,1.5792398300574642,0.07434896394912026,0.32267139109320303,0.6029796449576766,24.705630411081806,60.914757,sell,-0.061872777722222216,0.0,-0.6127432250976597,-0.6127432250976597
2023-01-01,61.5275,0.0,0.0,6,0.0,0.49116463444457775,0.0,96.59,0.1,-0.9009688679027215,-0.4338837391169303,0.9850062337393143,0.17251875113938003,-0.38367654863212897,-0.9234675446542437,0.4755989887288422,0.8796622089871218,61.5275,0.007476484282737858,0.018753360162288943,0.0055989886991188054,0.00019511765908796486,0.03692200703808468,1.1931734410232064,1.3054903928739614,2.112483904515957,0.11412483853169039,0.3024757783777287,0.5833993830905809,21.11914922115066,60.858315,sell,-0.061872777722222216,0.0,-0.6691854858398472,-0.6691854858398472
2023-01-02,63.346111063888884,0.43047006527204373,0.029458785391197607,0,0.0027397260273972603,0.4132592605747648,1.8186110638888806,96.6,3.0,-0.22252093395614175,-0.974927912181863,0.928739422658045,0.3707331719725136,-0.3192734224475149,-0.9476626413015607,0.46039704420214084,0.8877131077605714,63.346111063888884,0.09795293650729829,0.027580359020590986,0.03537248122531889,0.00019936823736143276,0.03383906419338654,1.0464270765998558,1.1641571718492385,2.004480026892398,0.17301109679432722,0.3596292010260258,0.46735970217964706,16.740126007931714,62.51964,sell,-0.061872777722222216,0.0,-0.8264691876681809,-0.8264691876681809
